y,response,seed
0.896916621054552,mod_with,1
0.8555920452472177,mod_with,2
0.8898011311804415,mod_with,3
0.9410691479656997,mod_with,4
0.9161649334063128,mod_with,5
0.8836891078270388,mod_with,6
0.9367816091954022,mod_with,7
0.8932676518883416,mod_with,8
0.9130633096150337,mod_with,9
0.9119686188651706,mod_with,10
0.88232074438971,mod_with,11
0.9116037219485494,mod_with,12
0.8967341725962416,mod_with,13
0.9276591862798759,mod_with,14
0.9189016602809706,mod_with,15
0.9364167122787812,mod_with,16
0.9341361065498996,mod_with,17
0.8999270206166758,mod_with,18
0.9133369823024996,mod_with,19
0.9319467250501734,mod_with,20
0.9037584382411968,mod_with,21
0.9054916985951469,mod_with,22
0.9196314541142128,mod_with,23
0.9217296113847838,mod_with,24
0.9269293924466337,mod_with,25
0.8921729611384784,mod_with,26
0.9334975369458128,mod_with,27
0.8873380769932494,mod_with,28
0.9357781426746944,mod_with,29
0.8903484765553731,mod_with,30
0.906221492428389,mod_with,31
0.9287538770297391,mod_with,32
0.9094143404488232,mod_with,33
0.9056741470534574,mod_with,34
0.9178981937602628,mod_with,35
0.9094143404488232,mod_with,36
0.8805874840357599,mod_with,37
0.9209998175515417,mod_with,38
0.928024083196497,mod_with,39
0.9505564677978471,mod_with,40
0.9461777047983945,mod_with,41
0.9175332968436417,mod_with,42
0.933588761174968,mod_with,43
0.9263820470717021,mod_with,44
0.8987411056376574,mod_with,45
0.9051268016785258,mod_with,46
0.8877029739098704,mod_with,47
0.9514687100893998,mod_with,48
0.9213647144681627,mod_with,49
0.912789636927568,mod_with,50
0.9383324210910419,mod_with,51
0.904488232074439,mod_with,52
0.89272030651341,mod_with,53
0.902754971720489,mod_with,54
0.9138843276774311,mod_with,55
0.9131545338441891,mod_with,56
0.930760810071155,mod_with,57
0.9402481299033024,mod_with,58
0.91005291005291,mod_with,59
0.9126071884692575,mod_with,60
0.9558474730888524,mod_with,61
0.9129720853858785,mod_with,62
0.8867907316183178,mod_with,63
0.9143404488232074,mod_with,64
0.9057653712826127,mod_with,65
0.9146141215106732,mod_with,66
0.9358693669038497,mod_with,67
0.9118773946360154,mod_with,68
0.9365991607370917,mod_with,69
0.9066776135741652,mod_with,70
0.9368728334245576,mod_with,71
0.9388797664659733,mod_with,72
0.91005291005291,mod_with,73
0.8841452289728152,mod_with,74
0.8651705893085203,mod_with,75
0.9223681809888706,mod_with,76
0.930122240467068,mod_with,77
0.9262908228425469,mod_with,78
0.9085933223864259,mod_with,79
0.8960956029921547,mod_with,80
0.9322203977376391,mod_with,81
0.8952745849297573,mod_with,82
0.9074074074074073,mod_with,83
